Word,Count
ANSELBbits.ANSB0,1
secs,1
Sn_TXBUF,1
Core,1
DHCP_FLAGSBROADCAST,1
power;,1
tick,1
live(TTL),1
setIR(),1
(JTAG,1
\DISCON,\,1
reg_dhcp_cbfunc(),1
DHCP_REREQUEST_STATE),1
\config,\,1
either,1
\STATE_DHCP_DISCOVER\r\n"\);\,1
(frequency,1
PR3,1
negotiation,1
recvform,1
4bytes,1
\cases,\,1
setSn_IMR(),1
\len,\,1
SOCKBUSY,1
depends,1
Our,1
DHCP_HTYPE10MB,1
uint32,1
dedicated,1
setIMR(),1
0x0F),1
(sock_io_mode,1
relative_humidity_bytes[0],1
pmode,1
CLIENT</b>during,1
methods,1
bottom,1
\"\<WIZnet\,1
Of,1
\ADSL,\,1
\others,\,1
OC3CON,1
\Ack(TCP),\,1
Sn_IR(3),1
success.\n,1
10s,1
0x0006;,1
<td>SEND_OK</td>,1
sizeof(RIP_MSG),1
uint8_t*,1
equals,1
\getIR(),\,1
6bytes,1
getSn_RX_WR(sn),1
\getSn_TX_FSR(),\,1
frame),1
APPs,1
\setSn_MSSR(),\,1
Sn_IR[3],1
\printf("\Addresses\,1
\operate,\,1
alternate,1
wake,1
APP,1
dhcp_mode,1
PR,1
timeout(@ref,1
Protocol).\n,1
(uint8_t)sir,1
Pin-A2,1
data(UDP,1
overwrites,1
argument\n,1
'010').\n,1
|=,1
setPMAGIC(),1
interrupt.\n,1
REPLY,1
(0x001C,1
simply,1
some,1
while(p,1
Sn_CR_SEND_MAC,1
(S0_MR(P[3:0]),1
<td>UDP</td>,1
0',1
(0x0018,1
CN_GET_TIMEOUT,1
mulitcasting</b>,1
\n,\,1
disk,1
\CW_SET_INTRRUPT,\,1
getSn_RX_RSR(socket_number);,1
containing,1
\setSn_IR(),\,1
RELEASE,1
checking,1
<td></td>,1
mode.\n,1
writing):,1
restore,1
Sn_CR_RECV,1
\_WIZCHIP_IO_BASE_,1
\getSn_RX_RD(),\,1
getSn_KPALVTR(),1
net,1
needed,1
bus_wb,1
check_DHCP_state(),1
getSn_TXBUF_SIZE(),1
MR_WOL,1
SF_MULTI_ENABLE,1
transfered,1
completing,1
\5,\,1
Configre,1
Prescale,1
Monitor,1
wizchip_cs_select(),1
Like,1
Sn_MR_MIP6B,1
2;,1
\PHAR,\,1
their,1
replied,1
accepted.\n,1
completes,1
\sprintf(message_to_send,\,1
_WZICHIP_,1
n.\n\n,1
_DHCP_H_,1
SOCKERR_SOCKFLAG;,1
yet,1
\SF_BROAD_BLOCK,\,1
fill,1
\read_good,\,1
over;,1
_RCR_+1,1
0x000D;,1
handle,1
optional,1
\OPEN,\,1
Sn_MR_ALIGN,1
0x0800,1
1:256,1
PARSE,1
\default_MAC,\,1
micro,1
*/,1
addresses,1
backs,1
Sn_CR_CLOSE,1
consists,1
getSn_DHAR(),1
\setSn_TTL(),\,1
getSn_TX_FSR(),1
(0x0035,1
future,1
DHCP_IP_CHANGED,1
(check_MAC[i],1
conversion,1
(uint16_t)frag,1
original,1
established,1
SOCK_CLOSING,1
\setSIR(),\,1
Framed,1
CON,1
DHCP_HLENETHERNET,1
\wizchip_spi_readbyte,\,1
<td><b>Protocol[0]</b></td>,1
\Unreachable,\,1
\setSn_RXBUF_SIZE(),\,1
address(,1
fails,1
Outputs:,1
SOCK_ANY_PORT_NUM,1
out,1
DHCP_FAILED,1
IPC1<4:2>,1
default_MAC[],1
number_of_received_messages,1
reference,1
disconnection,1
Implements,1
CW_GET_PHYSTATUS,1
0.\n,1
\%.2f"\,\,1
<td>SOCK_INIT,1
ok,1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(Sn_RX_WR(sn),1)))\,1
\Timer5,\,1
taddr,1
\setSn_CR(),\,1
problem,1
\cleared,\,1
abnormal,1
getSn_RX_WR(),1
page-131,1
processed.\n,1
\duplex,\,1
PACK_FIRST,1
\LISTEN,\,1
\\_WIZCHIP_IO_MODE_BUS_,\,1
(Auto-keepalive-process),1
wizchip_cs_deselect(void),1
Sn_TSR(N),1
AddrSel);,1
\host,\,1
ANSELBbits.ANSB1,1
Comparison,1
\initialization,\,1
Display,1
Transfer,1
Sn_IR_DISCON,1
second;,1
11,1
\Sn_TX_FSR),\,1
wizchip_cris_exit(void),1
(num_chars),1
SOCK_PPPOE,1
PHY_CONFBY_SW,1
\&temperature_bytes[1],\,1
ctlsocket(),1
DEFINION,1
IR_PPPoE,1
sock_pack_info[_WIZCHIP_SOCK_NUM_],1
Previous,1
AddrSel));,1
Passive,1
Divide,1
sendto():,1
\Wiz-MISO,\,1
getIR(),1
watchdog,1
\1:minutes,\,1
(uint8_t)simr,1
Broadcasting,1
CS_SET_INTMASK,1
/CONNECT,1
W5500:@ref,1
Failed,1
_TEMPSENSOR_DEBUG_,1
\Sn_TX_WR,\,1
array/pointer,1
\_WIZCHIP_IO_MODE_,\,1
Multiplier,1
\(Manual/Auto,\,1
DHCP_STOPPED,1
serial,1
\getSn_IMR(),\,1
bined,1
<td><b>recvfrom()</b></td>,1
MCU,1
Threshold,1
setPHYCFGR(),1
\setSn_FRAG(),\,1
txsize,1
.CS._deselect,1
_WIZCHIP_IO_MODE_BUS,1
added,1
RC,1
};,1
\getRTR(),\,1
increases,1
(Communicate,1
\{0xAA,\,1
determine,1
default_MAC[i]);,1
check_MAC[6];,1
break,1
001,1
ping-request,1
replaced,1
ARP-process,1
(uint8_t)ttl,1
stores,1
Service,1
1024,1
can�t,1
oscillator,1
remained,1
CHECK_SOCKMODE(Sn_MR_UDP);,1
memory(R/W),1
MR_PB,1
IR_MP,1
Socket.\n,1
Socekt,1
.if_mode,1
compares,1
\getSn_DHAR(),\,1
\successful,\,1
\setSIMR(),\,1
M1,1
M:20131104,1
recv_data[4];,1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(Sn_MSSR(sn),1)))\,1
now,1
(0x0034,1
OP,1
R/W,1
\Sn_IMR,\,1
((WIZCHIP_READ(INTLEVEL),1
CS_GET_INTMASK,1
another,1
setSn_RXBUF_SIZE(),1
getSHAR(),1
processes,1
(uint8_t)ptimer,1
RST,1
\0x00,\,1
1\n,1
DHCPDECLINE,1
\Speed,\,1
\successfully),\,1
unreferenced,1
SOCK_ESTALBLISHED,1
extract,1
initiating,1
(WIZCHIP_RXBUF_BLOCK(sn),1
CONNECT/SEND,1
(PPS),1
bus_wb;,1
SOCK_UDP),1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(Sn_PORT(sn),1)))\,1
Increase,1
1-12,1
wb,1
\PTIMER,\,1
\getSn_TTL(),\,1
_NETWORK_DEBUG_,1
Sn_RX_WR)and,1
BAD:,1
NETINFO_STATIC;,1
EEPROM_Clear();,1
'\r',1
\SIR,\,1
W5000,1
wizchip_bus_readdata(),1
\check_MAC,\,1
bobh,1
\off,\,1
on.\n,1
Raw,1
server</b>configured,1
LOOPBACK,1
Keep,1
TO,1
\WIZCHIP_WRITE,\,1
MODE,1
wizchip_bus_readbyte;,1
times,1
\Buffer,\,1
MOSI-2,1
PHY_MODE_MANUAL,1
let,1
recv_data[2];,1
Normal_Operation_LED_INDICATE();,1
command),1
getSn_IR(),1
(*bus_rb)(uint32_t,1
********************************************************,1
mode(@ref,1
group.\n,1
getRCR(),1
binding,1
WIZ5500_network_information.sn[1],1
control</b>,1
deselected,1
-------------------------------,1
System,1
\Successfully\n"\);\,1
\broadcast,\,1
(0x0037,1
AN5,1
0x04,1
S0_MR(P[3:0],1
Sn_IR_SENDOK,1
sizeof(RIP_MSG.opt),1
OC4CONSET,1
recall,1
checks,1
bool,1
Unlike,1
_W5500_H_,1
compiler,1
DHCP_BOOTREPLY,1
Sn_MR_UCASTB,1
I/F,1
\Sn_CR,\,1
--------------------------------------------,1
(Manual-keep-alive-process),1
\getSn_IR(socket_number),\,1
\Message\r\n"\);\,1
passive(server),1
Pin-A2:,1
Bus,1
M20150410,1
\setSUBR(),\,1
wizchip,1
initialized\n,1
(getSn_RXBUF_SIZE(sn),1
Configure,1
(0x0014,1
\clientmode,\,1
--------------------------,1
RPA3R,1
networking\n,1
declared,1
Socket.),1
M2,1
fucntion,1
XNS,1
socket.\n,1
acknowledge,1
(uint8_t*)uipr,1
continue;,1
@\ref,1
TRISBbits.TRISB0,1
setPHAR(),1
taddr[4];,1
lease,1
method,1
server</b>or,1
(uint16_t)port,1
\c,1
<td>MP</td>,1
WIZ5500_network_information.dns[0],1
neg,1
argument,1
5:year],1
\TOS,\,1
Variables,1
ADC_SAMPLES_PER_INT_X,1
setSHAR(),1
Delay(),1
ReceiveD,1
repalce,1
machine's,1
(uint8_t)cr,1
\setPHYCFGR(),\,1
<td><b>API</b></td>,1
\Sn_RX_WR),\,1
(FIN/ACK,1
64,1
Sn_MR_MC,1
<td>IM_IR5</td>,1
Interface,1
Fatal,1
Byte,1
Defines,1
<=,1
reached,1
rx,1
uint8_t*)((ptrdiff_t)AddrSel)),1
T3CONSET,1
SUBR,1
Half-Duplex,1
(0x002F,1
uint8*,1
declaration:,1
TODO,1
\SF_IGMP_VER2,\,1
Multicating</b>,1
\getSn_TX_WR(),\,1
override,1
Sn_MR_ND,1
\_WIZCHIP_IO_MODE_SPI_FDM_,1
\wizchip_cs_deselect,\,1
<b>TIMEOUT,1
\wizchip_cs_select,\,1
6;,1
discards,1
\SF_MULTI_BLOCK,\,1
Sn_MR_MMB,1
(AN2),1
DHCP_HOPS,1
CS_GET_MAXRXBUF,1
\printf("\Machine-%d:\,1
\getSIPR(),\,1
<td>TIMEOUT</td>,1
optimization,1
<td>UNREACH</td>,1
SYN,1
wizchip_cs_deselect,1
\Sn_PORT,\,1
\this_machine_threshold,\,1
SOCK_IO_NONBLOCK,1
\getSIMR(),\,1
APR-process,1
\currents,\,1
Masks,1
management,1
least,1
\getSn_KPALVTR(),\,1
Functions,1
(0x22)</td>,1
SO_TTL,1
Enter,1
\one,\,1
001.\n,1
released.\n,1
temperature_bytes[1],1
Fragment,1
(*_read_byte),1
\SOCKET,\,1
IDs,1
server</b>mode,1
default_ip_update),1
\returned,\,1
_WIZCHIP_IO_MODE_IIC_,1
duty_cycle--),1
Attach,1
skip,1
client</b>.\n,1
setSUBR(),1
connect(),1
((WIZCHIP_READ(Sn_RX_WR(sn)),1
\setSn_IR(socket_number,\,1
\Sn_DHAR,\,1
#include,1
Node,1
getSn_DPORT(sn),1
Power,1
((WIZCHIP_READ(Sn_FRAG(sn)),1
CN_SET_TIMEOUT,1
WIZ5500_network_information.ip[1],1
\printf("\Cleared\,1
password,1
\SEND_MAC,\,1
<td><b>Protocol[3]</b></td>,1
<td><b>WIZnet</b></td>,1
SOCK_CLOSED.\n,1
Bit,1
.IF.SPI._read_byte,1
little,1
.CS._select,1
recvsize;,1
echo,1
\getSn_RXBUF_SIZE(),\,1
\but,\,1
increase,1
\getMR(),\,1
************************************************************************,1
MISO,1
Humidity:,1
recv_data[3]);,1
getSn_FRAD(),1
\%d\r\n"\,\,1
*******************************************************,1
peer\n,1
MSS,1
socket.h,1
MR_RST,1
aligned,1
CS_GET_INTERRUPT,1
[FPB,1
w5500.c,1
PR2,1
\0x1F,\,1
\processed,\,1
(0x0031,1
mode(Client,1
0;};,1
bit.\n,1
remove,1
getPSID(void);,1
configuring,1
\WIZCHIP_READ_BUF(UIPR,uipr,6)\,1
comments,1
Critical,1
wb)),1
\sequence,\,1
wizchip_spi_writeburst(uint8_t*,1
extern,1
didnot,1
SOCKERR_SOCKSTATUS;,1
inline,1
Parameter,1
higher-level,1
(uint16_t)txwr,1
settings,1
\SUBR,\,1
Positions,1
respective,1
<td>Protocol[1]</td>,1
Off,1
masks,1
discard,1
\setPSID(),\,1
_WIZCHIP_CONF_H_,1
berkeley,1
.CRIS._exit,1
\established,\,1
_WIZCHIP_IO_MODE_SPI_5500_,1
wizchip_cs_select,1
</b>\n,1
\SF_TCP_NODELAY,\,1
1472),1
setSn_RX_RD(),1
sure,1
((WIZCHIP_READ(Sn_MSSR(sn)),1
half,1
Infomation,1
\getSn_MR(),\,1
cs_desel,1
Controller,1
pack_len;,1
\network,\,1
cris_ex,1
mulitcasting,1
DHCP_FLAGSUNICAST,1
Prescaler,1
RIP_MSG.opt,1
SF_UNI_BLOCK,1
integer,1
transferred,1
occur,1
V1.0.3,1
\4:month,\,1
<td><b>bind()</b></td>,1
\getPMRU(),\,1
critial,1
(Ethernet,1
(uint16_t)rxrd,1
controls,1
proper,1
////////////////////////////////////////////////////,1
\getSn_FRAG(),\,1
((volatile,1
Inforamtion,1
wizchip_spi_writebyte(uint8_t,1
\PBCLK,\,1
printing,1
<td>Sn_MR_CLOSE,1
OK,1
TOS(Type,1
((WIZCHIP_READ(UPORTR),1
\socket(s,Sn_MR_UDP,0x3000,0);\,1
(0x001D,1
6),1
<td>Protocol[0]</td>,1
NO_OF_MACHINES;,1
CS_SET_IOMODE,1
MISO-2,1
ARP-request,1
recv(),1
\Sn_MR,\,1
(SSN_CURRENT_SENSOR_RATINGS[i],1
info,1
(uint8_t)phycfgr,1
socket.c,1
printf,1
tx,1
dhcp_tick_1s,1
head[5];,1
WIZNet5500,1
WIZ5500_network_information.sn[2],1
((WIZCHIP_READ(_RTR_),1
<td>DISCON</td>,1
TCP/IP,1
8;,1
wizwiki,1
\WIZCHIP,\,1
WIZ5500_network_information.gw[0],1
\INTLEVEL,\,1
through,1
SO_KEEPALIVESEND,1
getSIMR(),1
100),1
completely,1
TYPE,1
Comm,1
meaning,1
.IF.BUS._write_byte,1
retransmits,1
<td>O<br>close(),1
(*_write_byte),1
\getGAR(),\,1
\configuration,\,1
nodelayed,1
#else,1
information</b>,1
Sn_CR_SEND,1
\[0:hours,\,1
\Sn_TTL,\,1
Oscillator,1
Sn_IR(3)='1'),1
Wiz-RST,1
unint32,1
.IF.BUS._read_byte,1
\STATE_DHCP_REREQUEST\r\n"\);\,1
AddrSel),1
wait_1s();,1
<td>RECV</td>,1
Processig,1
\getUIPR(),\,1
PHY_DUPLEX_OFF,1
Configures,1
\condition,\,1
\9,\,1
they,1
100.\n,1
dividing,1
0x00,1
240,1
---------------------------------,1
wizchip_bus_writebyte(uint32_t,1
clear_status,1
\getRCR(),\,1
\getPHYCFGR(),\,1
Chip,1
TCP.\n,1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(UPORTR,1)))\,1
\PSID,\,1
(uint8_t)kpalvt,1
getUIPR(uipr),1
////////////////////////////////////,1
\Complete\n"\);\,1
nonblock,1
Sn_IR(TIMEOUT),1
temperature_bytes[0],1
release,1
CURRENT_OUTPUT_CURRENT_SENSOR_SCALAR);,1
(0x0036,1
\PHY(Link,Speed,Half/Full/Auto),\,1
percentages,1
blink,1
SO_STATUS,1
_SOCKET_H_,1
PHY_MODE_AUTONEGO,1
U2,1
STATE_DHCP_LEASED,1
w5500.h,1
\PHYCFGR,\,1
\IMR,\,1
example,1
*)((ptrdiff_t),1
communicating,1
(INTn),1
\SYN,\,1
ETC,1
\7,\,1
strings,1
\full-closing,\,1
time-in-state,1
node's,1
\setPTIMER(),\,1
SO_REMAINED,1
Divider,1
Settig,1
\_WIZCHIP_ID_,\,1
my,1
Sn_IR(RECV),1
Timer5,1
4byte,1
0xD0,1
200ms(100us,1
session,1
sn),1
etc.,1
OPMDC,1
similar,1
default_ip_assign),1
((tmp,1
appended,1
WIZCHIP_CRITICAL_EXIT(),1
setSIMR(),1
wizchip_bus_writedata(),1
\Servermode,\,1
\Sn_TX_RD,\,1
Temporary,1
Alive,1
negative,1
WIZ5500_network_information.gw[1],1
(Fragment,1
timestamps,1
TOS,1
((WIZCHIP_READ(Sn_TX_WR(sn)),1
2000),1
GetSn_TX_WR(),1
typed,1
Auto-keep-alive-process,1
//////////////////////////////////////////////////////,1
begin,1
getPHAR(),1
proceeding,1
\Sn_RXBUF_SIZE,\,1
\command,\,1
wb;,1
0x06),1
getSn_RX_RD(),1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(Sn_TX_RD(sn),1)))\,1
WIZCHIP_CRITICAL_EXIT,1
idp,1
\getINTLEVEL(),\,1
rxsize,1
NON-TCP,1
WIZ5500_network_information.ip[2],1
DHCP_XID,1
Printout,1
_CURRENTSENSOR_DEBUG_,1
I2C,1
(uint8_t)rxbufsize,1
Note,1
changing,1
(PWM,1
getSn_FRAG(sn),1
sleep,1
counts,1
\Sn_MR_UDP,\,1
*@par,1
there're,1
<td>Protocol[2]</td>,1
messaging,1
macros,1
\connection,\,1
Protocol,1
setSn_CR(),1
SSN_CONFIG[3*i+3],1
<td>S0_MR_MACRAW,1
Ready,1
(ptr,1
\2:seconds,\,1
<td>UCASTB/MIP6B</td>,1
(b>Active,1
CHECHK,1
\establishment,\,1
\Sn_DIPR,\,1
setSn_DIPR(),1
x07D0,1
\STATE_DHCP_REQUEST\r\n"\);\,1
<td>TCP</td>,1
256),1
WIZ5500_network_information.sn[0],1
0x5F,1
PHY_POWER_DOWN,1
overhead,1
\getPHAR(),\,1
.id,1
input/output,1
IK_DEST_UNREACH,1
(P[3:0])</td>,1
setup_printf(19200);,1
(1);,1
check);,1
(Destination,1
\memory,\,1
read/write,1
Sn_CR_DISCON,1
\(CONNECT,\,1
asserts,1
\termination,\,1
\attached,\,1
<td>IM_IR4</td>,1
Sn_RX_FIFOR,1
DHPC,1
PHYSTATUS,1
closes,1
(SYN/ACK,1
DHCP_IP_ASSIGN,1
value.\n,1
Stand,1
notifying,1
0x08,1
ordered,1
010.\n,1
(cf,1
external,1
get_config,1
\Therefore,\,1
Recv,1
WIZ5500_network_information.gw[3],1
OPTION,1
sense,1
interesting,1
ICE/ICD,1
occures,1
Ratings,1
\setSn_DHAR(),\,1
assingment,1
Replace,1
\setSn_TOS(),\,1
\PMAGIC,\,1
\setSn_DPORT(),\,1
\Sn_RX_RD,\,1
manually,1
ip_assign,1
W5200:@ref,1
\wizchip_cris_exit,\,1
Sn_CR_LISTEN,1
getSn_SR(),1
CW_SET,1
\phy,\,1
true;,1
EnablePPPoE,1
activity,1
this_machine_prev_status);,1
MUXA,1
\relative_humidity,\,1
&recv_data[2];,1
<td>PB</td>,1
NULL,1
connectionless,1
this_clock:,1
SO_FLAG,1
getPHYCFGR(),1
forum,1
SIK_ALL,1
Session,1
((ptr,1
Sn_SR</td>,1
wizchip_conf.c,1
(0x0038,1
recvfrom,1
<td><b>Protocol[2]</b></td>,1
CONTROL,1
mode(<b>Server,1
wiz_send_data(),1
decide,1
relative_humidity_bytes[1],1
Mac,1
\zero,\,1
Applied,1
self-contained,1
\Sn_MSSR,\,1
perform,1
M4,1
this_machine_maxload);,1
WIZ5500_network_information.ip[0],1
(default,1
3.3,1
detection,1
\100,\,1
Has,1
<td>Closed</td>,1
Header),1
setup_EEPROM();,1
Sn_RXBUF,1
getSn_CR(),1
END,1
cris_en,1
keeps,1
integarating,1
finished,1
\SHAR,\,1
Host,1
getSn_PORT(sn),1
long,1
Assert,1
\6,\,1
only),1
PHY_DUPLEX_HALF,1
time-period,1
ip_conflict,1
TIMEOUT,1
Input,1
\getSn_CR(),\,1
(AN4),1
<b>SEND_OK,1
Sn_TX_RD),1
supports,1
\Sn_TXBUF_SIZE,\,1
PHYSTATUS.OPMD,1
\&relative_humidity_bytes[0],\,1
M20156501,1
NETWORK,1
MTU(Maximum,1
AM2320,1
(010)</td>,1
(Join/Leave/Report),1
T2CONSET,1
marco,1
previously,1
(clear_status,1
CW_SET_INTRMASK,1
setSn_DHAR(),1
\_WIZCHIP_IO_MODE_BUS_,1
Manual-keep-alive-process,1
arrays,1
threshold,1
;,1
Handler,1
SEND/SEND,1
Open,1
Offered,1
timer-1,1
result,1
channel;,1
getMR(),1
could,1
reduction,1
Regardless,1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(PMRU,1)))\,1
IPC2<4:2>,1
\getSn_TXBUF_SIZE(),\,1
<td>SOCK_UDP,1
close</b>.\n,1
Normally,1
)(R/W),1
EEPROM_checker_code(),1
TRISBbits.TRISB1,1
cannot,1
PHY_SPEED_10,1
Driver,1
Callback,1
Integrate,1
\relative_humidity_bytes[0],\,1
\Data,\,1
recv_data[5];,1
SOCK_IO_NONBLOCK</td></tr>,1
getSn_RX_RD(sn),1
IM_IR5,1
'010',1
Accurate,1
ssn,1
((WIZCHIP_READ(PSID),1
DHCP_IP_LEASED,1
startup,1
Dummy,1
Gateway^2,1
converts,1
getSUBR(),1
members,1
Sn_RX_RD).\n,1
sweep,1
\Sn_TX_WR),\,1
</td><td>@ref,1
(uint8_t)rcr,1
((WIZCHIP_READ(Sn_RX_RD(sn)),1
0~,1
getPMAGIC(),1
transferred.\n,1
Character,1
\printf("\This\,1
relative_humidity);,1
Sn_MR.\n,1
\SOCK_SYNSENT,\,1
CS_GET_MAXTXBUF,1
certain,1
task,1
Step-1:,1
bind(),1
\setSn_RX_RD(),\,1
SSN-Seconds,1
<td>Sn_MR_TCP,1
\setSHAR(),\,1
PHY_LINK_ON,1
hops,1
ANSELAbits.ANSA0,1
RTR,1
Fast,1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(INTLEVEL,1)))\,1
<b>Protocol</b>,1
crtical,1
sustaining,1
\getSn_TOS(),\,1
\Sn_MR_TCP,\,1
reg_wizchip_bus_cbfunc(uint8_t,1
currents,1
getSn_RxMAX(sn),1
\CW_GET_INTERRUPT,\,1
3:,1
infinite,1
&relative_humidity_bytes[1]);,1
operations,1
<td>MULTI/MFEN</td>,1
*((uint8_t*)arg),1
setSIR(),1
_EEPROM_DEBUG_,1
(WIZCHIP_TXBUF_BLOCK(sn),1
masked,1
wb);,1
base,1
identifier,1
CW_GET_PHYCONF,1
recv_data[3];,1
Save,1
particular,1
\3,\,1
<td><b>closesocket()</b></td>,1
(100)</td>,1
0x00008000,1
\getPTIMER(),\,1
do:,1
(uint16_t)rtr,1
////////////////////////////,1
lost,1
\Sn_TOS,\,1
ANSELAbits.ANSA1,1
switch,1
\is...\n"\);\,1
20140626,1
getVERSIONR(),1
connection\n,1
Shared,1
Pin-A3,1
IM_IR7,1
<td>CON</td>,1
Dynamic,1
if(!WIZCHIP.IF.SPI._read_burst,1
wizchip_cris_exit),1
if(dchp_state,1
calculated,1
table,1
\IR,\,1
\getSIR(),\,1
(0x0016,1
reducing,1
(0x001A,1
getSn_MSSR(),1
updates,1
Pbclk,1
were,1
IM_IR6,1
\request,\,1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(Sn_DPORT(sn),1)))\,1
While,1
_WIZCHIP_IO_MODE_SDIO_,1
Think01,1
10ms,1
\defined,\,1
done,1
data;,1
IM_IR4,1
A2015051,1
check++;,1
\1,\,1
Sn_MR_BCASTB,1
ensure,1
SSN_CONFIG[3*i+1],1
\mac,\,1
succcess,1
\CONNECT,\,1
\ClauBen,\,1
1us,1
U2RX,1
Sn_IR_CON,1
\getSn_MSSR(),\,1
\read_value,\,1
(xFFFFFFFFFFFF,1
WIZ5500_network_information.ip[3],1
CS_CLR_INTERRUPT,1
to/from,1
(before,1
(uint16_t)mss,1
M3,1
<td><b>connect()</b></td>,1
(For,1
MTU),1
Active,1
((getSn_MR(s)&,1
Set/Get,1
CS_GET_IOMODE,1
WIZ5500_network_information.sn[3],1
disconnect()</td>,1
We,1
WIZ5500_network_information.dhcp,1
W500,1
(uint16_t)psid,1
PUP,1
non-framed,1
others,1
IR_CONFLICT,1
soon,1
{return,1
heartbeat,1
\Basic_IO_function,\,1
ALIVE(KA)packet,1
assigning,1
\ICMP,\,1
}BUS;,1
timeout).\n,1
\setSn_MR(),\,1
though,1
loop),1
INFORM,1
<td><b>sendto()</b></td>,1
hlen,1
internally,1
(Sn_IR(3),1
\occur,\,1
<td>IM_IR7</td>,1
GAR,1
SO_SENDBUF,1
getSIPR(taddr);,1
Value)],1
PROTOCOL,1
(deprecated),1
\getIMR(),\,1
Abnormal,1
again,1
Disconnected,1
resets,1
clientafter,1
Append,1
getSn_TX_WR(sn),1
WIZ5500_network_information.dns[1],1
A20140501,1
decleation,1
\SOCK_LISTEN,\,1
endian,1
SOCKERR_TIMEOUT;,1
somewhere,1
<td>WOL</td>,1
.IF.SPI._write_byte,1
New,1
Wiz-CS,1
blocking,1
Sn_DPORT(destination,1
larger,1
wizchip_bus_readbyte(uint32_t,1
ARP-process(Address,1
\setGAR(),\,1
\>>>>>>>>>>>>>>>>>>>\n"\);\,1
shouldn't,1
_UART_DEBUG_,1
!bus_wb),1
WIZCHIP_CRITICAL_ENTER,1
Secondary,1
\setIMR(),\,1
\SPI,\,1
todo,1
ARP-response,1
vaule,1
\sendto(s,destip,1,destip,0x3000);\,1
simple,1
\getSn_DIPR(),\,1
DHCP_SECS,1
packet.\n,1
\just-closing,\,1
<td><b>Berkeley</b></td>,1
temporarily,1
\WIZCHIP_READ,\,1
forces,1
cases.\n,1
transaction,1
(uint8_t)txbufsize,1
(Sn_IR_TIMEOUT),1
PHY_CONFBY_HW,1
\setRCR(),\,1
advices,1
30MHz,1
Channel,1
Ack(TCP),1
any..,1
mode(Server,1
Don't,1
\wizchip_cris_enter(),\,1
DHCP_RUNNING,1
YOUR,1
Construct,1
suitable,1
send(),1
Pin-B13:,1
link;,1
getSn_MSSR(sn),1
PWM_Sweep(),1
recommended,1
<td>FARP</td>,1
(0x02)</td>,1
(PR2,1
Reply,1
final,1
(PR3+1)*((float)(100-duty_cycle)/100);,1
SSN_CONFIG[3*i+2],1
\{0,};\,1
\5500,\,1
if(sock_remained_size[sn],1
autosample,1
DO,1
(outside,1
\DICON,\,1
wizchip_spi_readbyte(void),1
\getSn_PORT(),\,1
Full-Duplex,1
WIZnet_SOCKET.jpg,1
within,1
setPTIMER(),1
Buffer.\n,1
Manually,1
8-bit,1
sock_remaiend_size[sn],1
instance,1
MAC_RAW,1
\\_WIZCHIP_IO_MODE_BUS_DIR_,\,1
SO_REMAINSIZE,1
address(R/W)\n,1
give,1
marker,1
(AN1),1
\SOCK_INIT,\,1
LISTEN,1
\this_machine_rating,\,1
\sendto(),\,1
Occupy,1
010.\m,1
((WIZCHIP_READ(PMRU),1
Pin,1
~460ms,1
A201505,1
converting,1
Activity,1
Values,1
<td><b>listen()</b></td>,1
Will,1
SOCKERR_ARG,1
getIMR(),1
DHCP_stop(),1
****************************************************************************/,1
Configuration,1
<td>ND/MC/MMB</td>,1
0xBB};,1
increasing,1
push,1
peripherals/devices,1
25ms,1
\GAR,\,1
SOCK_DHCP,1
modes,1
((WIZCHIP_READ(Sn_TX_RD(sn)),1
stuff..,1
if((flag,1
\&temperature_bytes[0],\,1
wizchip_bus_readbyte,1
\number,\,1
serious,1
while(1);,1
Extra,1
fit,1
&relative_humidity);,1
\peer,\,1
\printf("\Write\,1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(PSID,1)))\,1
wizchip_cs_select(void),1
Single,1
\getsockopt(),\,1
\_WIZCHIP_IO_MODE_,1
M20150515,1
proceed,1
VOLTAGE_OUTPUT_CURRENT_SENSOR_SCALAR);,1
\FLAG,\,1
0xFFFFFFFF,1
\Sn_RX_RSR),\,1
<td><b>accept()</b></td>,1
\getSn_SR(),\,1
Clears,1
\WIZCHIP_READ(WIZCHIP_OFFSET_INC(Sn_RX_RD(sn),1)))\,1
TTL(Time,1
Optimize,1
setRCR(),1
\setPHAR(),\,1
UNOFFICIAL,1
wizchip_bus_writebyte;,1
\5200,\,1
//////////,1
Retransmission,1
disconnect-request(FIN,1
IND,1
\1-(28,29,30,31)\,1
\getSn_TX_RD(),\,1
0x0400,1
<td>Protocol[3]</td>,1
serverand,1
WIZ5500_network_information.gw[2],1
(0x0017,1
\SDIO,\,1
<b>CON,1
(uint8_t)pmagic,1
WIZ5500,1
finish,1
0-99,1
MR_PPPOE,1
